language,bpe vocab limit,num tokens,num words,tokens : word,word lengths,word tokens,mean word len,mean tokens per word
raramuri,200,7847,1000,7.847,"[ 9  4  2  6  4  6  2  4  2  2  9  4  7 10  7  7  4  5  6  7  6  6  3  9
  4  6  6  4  6  4  4  8  5  5  4  7  3  8  6  2  7  6  9  4  2  4  5  7
  7  7  9  4  3  8  9  8  5  2  3  3  4  4  2  9  4  8  5  2  5  2  4  4
  6  7  9  2  2  6 11  8  9  2  4  6  7  5  8  3  8  8  7  2  4  5  7  6
  9  9  6  4  5 10  6  4  3  6  5  4  3  3  2  4  4  6  5  6  6  4  6  4
  6  6  4  6  4  6  6  5  6  4  6  7  6  7  6 12  6 11  6  6  6  8  5  6
 11  2 11  3  5  5  4  5  9  7  4  7  5 10  9  9  8  2  4  3  4  3  7  5
  5  6  6  6  3  4  4 10  5  5  5  4  9  5  9  7  5 10  7  7  7 11  7  7
  3  6  4  8  5  4  6  8  1  7  6  4  7  5  8  2  7  3  5  8  4  5  7  8
  4  4  5  4  6  2  8  4  5  7  9  7  8  4  1  5  3  5  4  5  8  4  4  3
  8  5  7 10  3  6  4  3  7  5 10  1  5 12  5  4  6  4  3  6  5  4 16  8
  7  5  4 11  5 10  1  5  7  3  3  2  8  4  6  5  3  3  4  5  8  6  9  5
  9  5 11  5  3  5  9  7  8  3  8  4  2  5  8  3  8  4  2  5  8  3  8  8
  6  6  4  4  5  8  4  4  4  4  5  7  3  3  2  8  4  6  5  3  6  4  5  9
  6  8  7  4  4  8  5 11  8  7  5  7  3  3  2  8  4  6  5  5  4  7  8 10
  5 11  6 11  4  5  9  7 12  5  3  6  4  5  9  6  8  7  4  6  4 10  6  4
  7  8  5  6  4  5  4  7  3 10  4  8  5  4  7  8 15  4  4  7  2  9  7  2
  2  3  6  4  9 11  8  5  5  7  8  8  7  8  5 13  6  4  3  5  4  4  4 10
  4  9  6  3  4  7  4  9  5  4  8  4  7 11  5  4  3  8  8  6  5  5  8  9
  5  4  6  8  9  7  8  5  8  9  7  4  6  6  4  6  6  6 11  7  3  3  2  8
  4  6  3  6  4  3  9  3  8  4  4  6  5  8  6  4  4  4 10  9  3  6  4  5
 11  8  5  5  7  6  4  5  7  4  6  8  6  7  6  6  4  9  9  6  6  9  3  5
  4  6  9  4  9  9  6  3  4  4  3  2  6  6  8  7  7  6  5  6  4  5  4  6
  5  6  5  4  5 10  6  8  3  8  7  5  4  4  7  5  7  3  4  4  6  5  8  3
 11  4  3  5  6 10  7  8  6  7  5  8  8  8  4 10  5  4  5  5  3  2  8  6
  4  8  4  6  5  6  2  7  4  6  4  3  2  4  4  6  4  6  3  4  4  6  4  3
  4  7  6  9  7  4  3  4  4  6  4  4  6  7  4  3  9  4  2  6  7  5  4  8
  7  9  5  4  3  4  4  6  7  6  8  4  3  5  7  9  4  3  6  4 12  8  2  7
  5  8 10  5  3  4  3  9  6  8  7  8  4  9  8  7  4 11  5  7  3  9  6  4
  3  6  7  9 10  4  3  5  6  4  4  4  3 11  5  4  4  6  9  6  4  3 11  4
  4  5  4  5  3  9  4  4  6  5  5  7  2  3  9 10  6  5  6  4  8  6  3  8
  5  4  3  6  3  6  2  5  5  5  5  6  9  4  4  6  5  7  7  7  2 11  7  4
  8  2  7  8  3  6  4  3  5  4  4  2  5  5  4  5  6  9  4  3  6  9  3  5
  4  6  9  4  6  6  4  6  9  4  3  6 10  3  5  4 10  4  3  4  5  4  4  5
 10  6  6  9  3  9  7  8  7  7  3  7  9  4  6  5  4  4  3  6  6  4  7  4
  4  5  6 15  5  9  8  6  4  4  6  4  5  4  4  6  9  5  4  6  6  8  6  4
  8  8  6  8  4  6  2  7  4  6  6 13  4  5 11  3  5  4  4  6  7  3  8  5
  5  2  7  6 13  5  5  4  8  2  7  4  5  7  8  4  4  4  6  5  6  9  4  4
  2  5  7  5  4  2  6  7  7  4 11  6  8  9  4  6  4  6  8  5  4  6  5  5
  5  6  4  8  5  3  3  8  6  4  4  6  5  6  3  8  2  7  6  4  7 11  9  8
  9  7  8  4  4  4  6  6  5  7  8  7  4  4  4  6  7  5  4  7 11  4  4  6
  9  4  4  6  5  6  2  4  7  5  2  4  8  9  7  6]","[10  4  2  7  4  6  2  5  2  2 10  4  7 10  7  8  5  5  7  7  7  7  4 10
  5  7  8  5  6  6  8  9  8  7  5  8  5  9  6  2  8  6 10  5  2  5  7  7
  8  8 10  5  5  9 10  9  7  2  5  4  4  5  2 11  5  9  5  2  5  2  4  4
  7  7 12  2  2  8 14  9 12  2  5  7  7  5  9  5  9  8  8  2  5  5  8  6
 10 10  6  5  7 11  6  4  4  7  5  4  5  5  2  5  5  7  7  8  7  4  7  5
  7  8  5  7  5  7  8  8  7  5  7  8  7  8  7 13  7 15  7  7  8  9  7  7
 14  2 12  5  5  7  5  8 10 10  5  7  7 11 11 10  9  2  5  5  5  5  8  5
  7  7  7  6  5  5  4 10  8  6  5  4 10  7 10  7  5 12  8  8 10 12 10  9
  5  8  5 11  7  4  6 11  3  8  6  5  8  7 11  2 10  5  7  9  5  7 10  9
  5  5  6  8  8  2  9  5  8  9 10  7  9  5  3  7  5  6  5  5  9  5  7  4
 11  7 10 15  5  8  5  4  9  7 11  3  7 16  8  5  6  4  5  6  7  5 18  9
  7  8  5 14  7 11  3  7  7  5  5  2  9  4  6  7  5  4  5  5  9  6 10  7
 10  7 14  7  5  5  9  7  9  5  8  5  2  7  8  5  8  5  2  7  9  5  8  9
  6  7  5  5  7  9  4  5  5  5  7  7  5  5  2  9  4  6  7  5  6  5  5 10
  6  9  8  4  5 11  7 13  9  8  7 10  5  5  2  9  4  6  7  5  5  8 11 11
  7 12 11 15  6  7 10  8 14  7  5  6  5  5 10  6  9  8  4  7  4 10  6  5
  8  8  5  7  5  7  5  8  5 11  4 11  7  5  8  9 17  5  4  9  2 11 10  2
  2  3  8  5 10 13  9  7  7  8  9  9  8  9  7 15  6  5  4  7  5  5  5 11
  4 10  6  5  7 10  4 10  7  4  9  5  8 12  5  5  4  9 11  7  7  8 11 11
  7  5  8 10 10  8  9  5  8 10  8  5  7  6  5  6  8  6 12  7  5  5  2  9
  4  6  5  6  5  4 10  5  9  5  5  7  7  9  7  4  5  4 10 11  5  6  5  5
 12  9  7  5 10  6  5  5  7  5  7  9  7  7  7  8  5 10 10  6  7 10  4  7
  5  7 10  5 11 10  6  5  5  5  4  2  8  6  8  8  8  6  7  6  4  8  5  7
  8  7  8  5  7 13  7  9  5  9  7  7  5  5  7  5  7  4  4  5  6  8  9  4
 12  5  4  7  6 14  8  9  7  9  7  9  9  9  5 11  7  5  7  5  5  2  9  8
  5  9  5  6  7  6  2  9  5  6  4  5  2  7  5  6  4  7  5  4  7  6  4  5
  4  7  7 12  7  5  4  5  5  6  5  5  6 11  5  4 11  5  2  6 10  7  5  9
 10 10  5  5  4  5  5  6 11  9 10  5  4  7 10 10  5  4  7  5 13  9  2  7
  7  9 13  7  4  5  4 10  8  9  8  9  5 12 11  8  4 12  7  8  5 10  7  5
  4  7  7 10 11  5  4  7  9  4  5  5  4 14  7  5  5  6 11  7  5  4 12  5
  5  7  5  5  5 13  5  5  7  7  5 10  2  4 12 11  7  7  7  5  9  7  4 12
  6  5  4  6  5  6  2  8  5  7  7  8 11  5  5  7  7  8  8  7  2 14 10  4
  9  2  9  9  5  8  5  4  7  5  5  2  7  5  4  7  7 10  4  5  7 10  4  7
  5  7 10  5  7  8  4  6 10  5  5  7 11  4  7  5 11  4  4  4  8  5  4  7
 13  7  7 10  4  9  7  9  7  7  5 10 12  5  7  7  5  5  4  8  6  4  8  5
  5  7  6 20  6 10  9  8  5  5  6  5  8  5  4  6 10  7  5  6  6 10  7  4
  8  9  8  9  5  6  2  9  5  6  7 16  4  6 12  4  6  5  5  6 11  5 10  6
  7  2  8  6 16  6  7  5  8  2 10  5  5 10  8  6  5  5  6  8  6  9  6  5
  2  5 10  7  5  2  6 10  9  6 14  7  9 10  5  6  4  8  9  5  5  7  7  5
  5  8  5  9  5  5  5  9  6  5  5  6  7  6  5 11  2  7  6  5 10 14 12  9
 10  9 11  5  5  5  6  8  7  8  8 10  5  5  5  6  8  7  5  8 15  5  5  6
 11  5  5  6  8  8  2  4  7  7  2  5  9 11  8  7]",5.695,6.848
raramuri,200,15644,2000,7.822,[7 4 9 ... 7 5 4],[ 7  4 10 ...  7  7  5],5.7015,6.8225
raramuri,200,31482,4000,7.8705,[5 7 5 ... 4 6 3],[7 8 7 ... 5 6 5],5.78,6.87075
raramuri,200,62972,8000,7.8715,[ 6  3  5 ... 11  4  3],[ 6  5  8 ... 12  4  4],5.79575,6.871625
raramuri,200,128226,16000,8.014125,[6 5 6 ... 3 5 4],[7 7 6 ... 4 7 5],5.918,7.0141875
raramuri,200,251501,32000,7.85940625,[3 3 9 ... 3 6 6],[ 4  4 10 ...  4  7  6],5.8148125,6.8594375
raramuri,200,499319,64000,7.801859375,[8 9 4 ... 3 3 9],[ 9 10  5 ...  4  4 10],5.74190625,6.801875
raramuri,500,5658,1000,5.658,"[ 9  4  2  6  4  6  2  4  2  2  9  4  7 10  7  7  4  5  6  7  6  6  3  9
  4  6  6  4  6  4  4  8  5  5  4  7  3  8  6  2  7  6  9  4  2  4  5  7
  7  7  9  4  3  8  9  8  5  2  3  3  4  4  2  9  4  8  5  2  5  2  4  4
  6  7  9  2  2  6 11  8  9  2  4  6  7  5  8  3  8  8  7  2  4  5  7  6
  9  9  6  4  5 10  6  4  3  6  5  4  3  3  2  4  4  6  5  6  6  4  6  4
  6  6  4  6  4  6  6  5  6  4  6  7  6  7  6 12  6 11  6  6  6  8  5  6
 11  2 11  3  5  5  4  5  9  7  4  7  5 10  9  9  8  2  4  3  4  3  7  5
  5  6  6  6  3  4  4 10  5  5  5  4  9  5  9  7  5 10  7  7  7 11  7  7
  3  6  4  8  5  4  6  8  1  7  6  4  7  5  8  2  7  3  5  8  4  5  7  8
  4  4  5  4  6  2  8  4  5  7  9  7  8  4  1  5  3  5  4  5  8  4  4  3
  8  5  7 10  3  6  4  3  7  5 10  1  5 12  5  4  6  4  3  6  5  4 16  8
  7  5  4 11  5 10  1  5  7  3  3  2  8  4  6  5  3  3  4  5  8  6  9  5
  9  5 11  5  3  5  9  7  8  3  8  4  2  5  8  3  8  4  2  5  8  3  8  8
  6  6  4  4  5  8  4  4  4  4  5  7  3  3  2  8  4  6  5  3  6  4  5  9
  6  8  7  4  4  8  5 11  8  7  5  7  3  3  2  8  4  6  5  5  4  7  8 10
  5 11  6 11  4  5  9  7 12  5  3  6  4  5  9  6  8  7  4  6  4 10  6  4
  7  8  5  6  4  5  4  7  3 10  4  8  5  4  7  8 15  4  4  7  2  9  7  2
  2  3  6  4  9 11  8  5  5  7  8  8  7  8  5 13  6  4  3  5  4  4  4 10
  4  9  6  3  4  7  4  9  5  4  8  4  7 11  5  4  3  8  8  6  5  5  8  9
  5  4  6  8  9  7  8  5  8  9  7  4  6  6  4  6  6  6 11  7  3  3  2  8
  4  6  3  6  4  3  9  3  8  4  4  6  5  8  6  4  4  4 10  9  3  6  4  5
 11  8  5  5  7  6  4  5  7  4  6  8  6  7  6  6  4  9  9  6  6  9  3  5
  4  6  9  4  9  9  6  3  4  4  3  2  6  6  8  7  7  6  5  6  4  5  4  6
  5  6  5  4  5 10  6  8  3  8  7  5  4  4  7  5  7  3  4  4  6  5  8  3
 11  4  3  5  6 10  7  8  6  7  5  8  8  8  4 10  5  4  5  5  3  2  8  6
  4  8  4  6  5  6  2  7  4  6  4  3  2  4  4  6  4  6  3  4  4  6  4  3
  4  7  6  9  7  4  3  4  4  6  4  4  6  7  4  3  9  4  2  6  7  5  4  8
  7  9  5  4  3  4  4  6  7  6  8  4  3  5  7  9  4  3  6  4 12  8  2  7
  5  8 10  5  3  4  3  9  6  8  7  8  4  9  8  7  4 11  5  7  3  9  6  4
  3  6  7  9 10  4  3  5  6  4  4  4  3 11  5  4  4  6  9  6  4  3 11  4
  4  5  4  5  3  9  4  4  6  5  5  7  2  3  9 10  6  5  6  4  8  6  3  8
  5  4  3  6  3  6  2  5  5  5  5  6  9  4  4  6  5  7  7  7  2 11  7  4
  8  2  7  8  3  6  4  3  5  4  4  2  5  5  4  5  6  9  4  3  6  9  3  5
  4  6  9  4  6  6  4  6  9  4  3  6 10  3  5  4 10  4  3  4  5  4  4  5
 10  6  6  9  3  9  7  8  7  7  3  7  9  4  6  5  4  4  3  6  6  4  7  4
  4  5  6 15  5  9  8  6  4  4  6  4  5  4  4  6  9  5  4  6  6  8  6  4
  8  8  6  8  4  6  2  7  4  6  6 13  4  5 11  3  5  4  4  6  7  3  8  5
  5  2  7  6 13  5  5  4  8  2  7  4  5  7  8  4  4  4  6  5  6  9  4  4
  2  5  7  5  4  2  6  7  7  4 11  6  8  9  4  6  4  6  8  5  4  6  5  5
  5  6  4  8  5  3  3  8  6  4  4  6  5  6  3  8  2  7  6  4  7 11  9  8
  9  7  8  4  4  4  6  6  5  7  8  7  4  4  4  6  7  5  4  7 11  4  4  6
  9  4  4  6  5  6  2  4  7  5  2  4  8  9  7  6]","[ 6  2  1  5  2  3  1  4  1  2  7  2  5  6  3  6  4  3  5  3  4  6  3  7
  4  5  6  4  2  6  8  6  7  5  4  6  4  6  3  1  5  3  6  4  1  4  5  3
  5  6  6  4  5  6  6  5  5  2  4  4  2  4  1  7  4  5  3  1  3  1  2  1
  6  4  8  1  1  6 10  6  8  1  4  5  3  3  6  4  6  5  5  1  4  3  5  2
  7  6  3  4  5  7  2  2  4  5  2  2  4  5  1  4  4  4  5  6  5  1  4  4
  4  6  4  4  4  4  6  7  4  4  4  5  4  5  4  7  4 13  5  4  6  6  5  4
 10  1  7  4  3  5  4  7  6  8  4  4  5  7  7  6  6  1  4  5  4  4  5  2
  5  4  5  3  5  4  1  5  7  4  2  1  6  5  6  4  2  8  6  6  8  7  8  6
  4  7  3  8  5  1  3  8  3  5  3  4  5  5  8  1  8  4  4  6  4  5  8  6
  4  3  4  7  7  1  6  4  7  6  7  4  6  4  3  5  4  4  4  3  7  4  6  3
  8  5  8 12  4  7  4  3  7  5  6  3  5 13  7  4  3  2  4  3  5  4 12  6
  3  7  4 10  5  6  3  5  4  4  4  1  6  2  3  5  4  3  4  3  6  3  6  5
  6  5 10  5  4  3  5  4  6  4  5  4  1  5  4  4  5  4  1  5  6  4  5  6
  3  5  3  4  5  6  2  3  3  4  5  4  4  4  1  6  2  3  5  4  3  4  3  6
  3  6  5  2  4  8  5  9  6  7  5  8  4  4  1  6  2  3  5  2  4  5  8  7
  5  9 10 12  4  5  6  5 10  5  4  4  4  3  6  3  6  5  2  5  1  5  3  4
  5  4  3  5  3  5  4  5  4  7  2  9  5  4  5  5 12  4  2  6  1  7  8  1
  1  2  6  4  6 10  5  5  6  5  6  6  5  6  5 11  3  3  3  5  3  4  4  6
  2  6  3  4  7  8  2  6  5  2  6  4  5  7  2  4  4  5  8  6  5  7  8  8
  5  4  6  8  6  5  6  2  4  6  6  4  4  2  4  3  5  3  7  4  4  4  1  6
  2  3  4  4  4  3  6  4  6  4  4  5  5  6  5  2  4  1  5  7  4  4  4  3
  7  6  5  2  8  4  4  3  4  4  5  5  5  3  5  6  4  7  6  3  4  6  3  5
  4  4  6  4  7  6  3  5  4  3  3  1  5  3  4  6  5  3  5  2  2  7  4  5
  7  4  7  4  5 10  5  6  4  6  3  5  3  4  4  3  3  3  2  4  3  7  6  3
  7  4  3  5  2 12  6  6  6  6  5  6  6  6  4  7  5  4  5  2  4  1  6  7
  4  6  4  3  5  3  1  6  4  3  2  4  1  6  4  3  2  4  4  2  6  3  2  4
  2  3  4  9  4  4  3  4  4  3  4  4  3 10  4  3  9  4  1  3  8  5  4  6
  8  6  2  4  3  4  4  3 10  8  8  4  3  5  8  6  4  3  5  3  8  6  1  3
  5  6  9  5  3  4  3  7  7  6  5  6  4  9  9  5  2  6  5  5  4  7  5  4
  3  5  3  6  6  4  3  5  7  3  3  4  3 11  5  3  4  3  7  5  4  3  7  4
  4  6  4  2  4 11  4  4  5  5  2  7  1  3  9  7  5  5  5  4  6  5  3 11
  5  3  3  3  4  3  1  7  3  5  5  6  7  3  4  5  5  6  5  3  1 10  8  2
  6  1  6  5  5  6  4  3  5  4  4  1  5  3  2  5  4  7  2  5  4  6  3  5
  4  4  6  4  4  6  2  3  6  4  5  4  7  3  5  4  7  2  3  2  7  4  3  5
 10  5  5  6  3  5  4  6  4  3  4  8  9  4  5  5  4  4  3  6  3  2  6  4
  4  5  3 15  5  6  6  7  4  4  3  4  7  4  2  4  6  5  4  3  3  6  5  2
  5  6  7  6  4  3  1  6  4  3  4 11  2  4  7  4  4  4  4  3 10  4  8  4
  5  1  5  2 13  4  5  4  4  1  8  4  2  7  4  4  4  4  3  7  2  4  4  4
  1  2  8  5  4  1  3  8  7  4 11  5  6  6  4  3  1  6  6  2  4  5  5  3
  2  6  4  6  2  4  4  6  3  4  4  3  5  3  4  8  1  3  3  4  8 11  9  6
  6  7  9  3  4  4  3  6  5  5  4  9  4  4  4  3  6  5  4  5 12  4  4  3
  7  4  4  3  7  6  1  1  4  5  1  4  5  7  5  4]",5.695,4.659
raramuri,500,11169,2000,5.5845,[7 4 9 ... 7 5 4],[3 1 6 ... 3 5 4],5.7015,4.585
raramuri,500,22392,4000,5.598,[5 7 5 ... 4 6 3],[5 5 5 ... 4 3 4],5.78,4.59825
raramuri,500,44836,8000,5.6045,[ 6  3  5 ... 11  4  3],[3 4 7 ... 7 2 4],5.79575,4.604625
raramuri,500,91017,16000,5.6885625,[6 5 6 ... 3 5 4],[4 5 3 ... 3 5 4],5.918,4.688625
raramuri,500,177943,32000,5.56071875,[3 3 9 ... 3 6 6],[3 3 5 ... 3 5 3],5.8148125,4.56075
raramuri,500,354885,64000,5.545078125,[8 9 4 ... 3 3 9],[6 6 4 ... 3 3 6],5.74190625,4.54509375
raramuri,1000,5567,1000,5.567,"[ 9  4  2  6  4  6  2  4  2  2  9  4  7 10  7  7  4  5  6  7  6  6  3  9
  4  6  6  4  6  4  4  8  5  5  4  7  3  8  6  2  7  6  9  4  2  4  5  7
  7  7  9  4  3  8  9  8  5  2  3  3  4  4  2  9  4  8  5  2  5  2  4  4
  6  7  9  2  2  6 11  8  9  2  4  6  7  5  8  3  8  8  7  2  4  5  7  6
  9  9  6  4  5 10  6  4  3  6  5  4  3  3  2  4  4  6  5  6  6  4  6  4
  6  6  4  6  4  6  6  5  6  4  6  7  6  7  6 12  6 11  6  6  6  8  5  6
 11  2 11  3  5  5  4  5  9  7  4  7  5 10  9  9  8  2  4  3  4  3  7  5
  5  6  6  6  3  4  4 10  5  5  5  4  9  5  9  7  5 10  7  7  7 11  7  7
  3  6  4  8  5  4  6  8  1  7  6  4  7  5  8  2  7  3  5  8  4  5  7  8
  4  4  5  4  6  2  8  4  5  7  9  7  8  4  1  5  3  5  4  5  8  4  4  3
  8  5  7 10  3  6  4  3  7  5 10  1  5 12  5  4  6  4  3  6  5  4 16  8
  7  5  4 11  5 10  1  5  7  3  3  2  8  4  6  5  3  3  4  5  8  6  9  5
  9  5 11  5  3  5  9  7  8  3  8  4  2  5  8  3  8  4  2  5  8  3  8  8
  6  6  4  4  5  8  4  4  4  4  5  7  3  3  2  8  4  6  5  3  6  4  5  9
  6  8  7  4  4  8  5 11  8  7  5  7  3  3  2  8  4  6  5  5  4  7  8 10
  5 11  6 11  4  5  9  7 12  5  3  6  4  5  9  6  8  7  4  6  4 10  6  4
  7  8  5  6  4  5  4  7  3 10  4  8  5  4  7  8 15  4  4  7  2  9  7  2
  2  3  6  4  9 11  8  5  5  7  8  8  7  8  5 13  6  4  3  5  4  4  4 10
  4  9  6  3  4  7  4  9  5  4  8  4  7 11  5  4  3  8  8  6  5  5  8  9
  5  4  6  8  9  7  8  5  8  9  7  4  6  6  4  6  6  6 11  7  3  3  2  8
  4  6  3  6  4  3  9  3  8  4  4  6  5  8  6  4  4  4 10  9  3  6  4  5
 11  8  5  5  7  6  4  5  7  4  6  8  6  7  6  6  4  9  9  6  6  9  3  5
  4  6  9  4  9  9  6  3  4  4  3  2  6  6  8  7  7  6  5  6  4  5  4  6
  5  6  5  4  5 10  6  8  3  8  7  5  4  4  7  5  7  3  4  4  6  5  8  3
 11  4  3  5  6 10  7  8  6  7  5  8  8  8  4 10  5  4  5  5  3  2  8  6
  4  8  4  6  5  6  2  7  4  6  4  3  2  4  4  6  4  6  3  4  4  6  4  3
  4  7  6  9  7  4  3  4  4  6  4  4  6  7  4  3  9  4  2  6  7  5  4  8
  7  9  5  4  3  4  4  6  7  6  8  4  3  5  7  9  4  3  6  4 12  8  2  7
  5  8 10  5  3  4  3  9  6  8  7  8  4  9  8  7  4 11  5  7  3  9  6  4
  3  6  7  9 10  4  3  5  6  4  4  4  3 11  5  4  4  6  9  6  4  3 11  4
  4  5  4  5  3  9  4  4  6  5  5  7  2  3  9 10  6  5  6  4  8  6  3  8
  5  4  3  6  3  6  2  5  5  5  5  6  9  4  4  6  5  7  7  7  2 11  7  4
  8  2  7  8  3  6  4  3  5  4  4  2  5  5  4  5  6  9  4  3  6  9  3  5
  4  6  9  4  6  6  4  6  9  4  3  6 10  3  5  4 10  4  3  4  5  4  4  5
 10  6  6  9  3  9  7  8  7  7  3  7  9  4  6  5  4  4  3  6  6  4  7  4
  4  5  6 15  5  9  8  6  4  4  6  4  5  4  4  6  9  5  4  6  6  8  6  4
  8  8  6  8  4  6  2  7  4  6  6 13  4  5 11  3  5  4  4  6  7  3  8  5
  5  2  7  6 13  5  5  4  8  2  7  4  5  7  8  4  4  4  6  5  6  9  4  4
  2  5  7  5  4  2  6  7  7  4 11  6  8  9  4  6  4  6  8  5  4  6  5  5
  5  6  4  8  5  3  3  8  6  4  4  6  5  6  3  8  2  7  6  4  7 11  9  8
  9  7  8  4  4  4  6  6  5  7  8  7  4  4  4  6  7  5  4  7 11  4  4  6
  9  4  4  6  5  6  2  4  7  5  2  4  8  9  7  6]","[ 6  2  1  5  2  3  1  4  1  1  6  2  3  4  3  6  4  2  5  3  4  6  3  7
  4  5  6  4  2  6  7  6  7  5  4  5  4  6  3  1  5  3  6  4  1  4  5  3
  5  6  6  4  4  6  6  5  5  1  4  4  2  4  1  7  4  5  2  1  2  1  2  1
  6  3  8  1  1  6  9  6  8  1  4  5  3  2  6  4  6  4  5  1  4  2  5  2
  7  6  3  4  5  7  2  2  4  5  2  2  4  4  1  4  4  4  5  6  5  1  4  4
  4  6  4  4  4  4  6  7  4  4  4  4  4  5  4  7  4 13  5  4  6  6  5  4
  9  1  7  4  2  5  4  7  6  8  4  4  5  7  7  6  6  1  4  4  4  4  5  2
  5  4  5  3  4  4  1  4  7  4  2  1  6  5  6  3  2  7  6  6  8  7  8  6
  4  7  3  8  5  1  3  8  3  5  3  4  5  5  8  1  8  4  4  6  4  5  8  6
  4  3  4  7  7  1  5  4  7  5  6  2  6  4  3  5  4  4  4  3  6  4  6  3
  8  5  8 12  4  7  4  3  6  5  6  3  5 12  7  4  3  2  4  3  5  4 11  6
  3  7  4 10  5  6  3  5  4  4  4  1  6  2  3  5  4  3  4  3  6  3  6  5
  6  5  9  5  4  2  5  4  6  4  4  4  1  5  4  4  4  4  1  5  6  4  4  6
  3  5  3  4  5  6  2  3  3  4  5  4  4  4  1  6  2  3  5  4  2  4  3  6
  3  6  5  2  4  8  5  9  6  5  5  8  4  4  1  6  2  3  5  2  4  5  8  7
  5  7 10 12  4  5  6  5 10  5  4  2  4  3  6  3  6  5  2  5  1  4  3  4
  5  3  1  5  3  5  4  5  4  7  2  9  5  4  5  5 12  4  2  6  1  7  8  1
  1  1  6  4  6 10  5  5  5  5  6  6  5  6  5 11  3  3  3  5  3  4  4  6
  2  6  3  4  7  8  2  6  5  2  6  4  5  7  2  4  4  5  8  6  5  7  8  8
  5  4  6  8  6  5  6  2  4  6  6  4  4  2  4  3  5  3  7  4  4  4  1  6
  2  3  4  2  4  3  6  4  6  4  4  5  5  6  5  2  4  1  4  7  4  3  4  3
  7  6  5  2  8  3  4  3  3  4  5  5  5  3  5  6  4  7  6  3  4  6  3  5
  4  4  6  4  7  6  3  4  4  3  3  1  5  3  4  5  5  3  5  2  2  7  4  5
  7  4  7  4  5 10  5  6  4  6  3  5  3  4  2  3  3  3  2  4  3  7  6  3
  7  4  3  5  2 12  6  6  5  6  5  6  6  6  4  7  5  4  5  2  4  1  6  6
  4  6  4  3  5  3  1  6  4  3  2  4  1  6  4  3  2  4  4  2  6  3  2  4
  2  3  4  9  3  4  3  4  4  3  4  4  3 10  4  3  9  4  1  3  8  5  4  6
  8  6  2  4  3  4  4  3 10  8  8  4  3  5  8  6  4  3  4  3  7  6  1  3
  5  6  9  5  3  4  3  7  6  6  5  6  4  9  9  5  2  6  5  5  4  7  5  4
  3  5  3  6  6  4  3  5  7  2  3  4  3 11  5  3  4  3  7  5  4  3  7  4
  4  5  4  2  4 11  4  4  5  5  2  7  1  3  9  7  5  5  5  4  6  5  3 11
  4  3  3  3  4  3  1  7  2  5  5  6  7  3  4  5  5  6  5  3  1 10  8  2
  6  1  6  5  4  6  4  3  5  4  4  1  5  1  2  5  4  7  2  4  4  6  3  5
  4  4  6  4  4  6  2  3  6  4  4  4  7  3  5  4  7  2  3  2  7  4  2  5
 10  5  5  6  3  5  3  6  3  3  4  8  9  4  5  5  4  4  3  5  3  2  6  4
  4  5  3 15  5  6  6  6  4  4  3  4  7  4  2  3  6  5  4  3  3  6  5  2
  4  6  6  6  4  3  1  6  4  3  4 11  2  4  7  3  4  4  4  3 10  4  8  4
  5  1  5  2 13  4  5  4  4  1  8  4  2  7  4  4  4  4  3  7  2  4  4  4
  1  2  8  5  4  1  3  8  7  4 11  5  6  6  4  3  1  6  6  2  4  5  5  2
  2  5  4  6  2  4  4  6  3  4  4  3  5  3  4  8  1  3  3  4  8 11  9  6
  6  7  9  3  4  4  3  6  5  4  4  9  4  4  4  3  6  5  4  5 12  4  4  3
  7  4  4  3  7  6  1  1  4  5  1  4  5  7  5  4]",5.695,4.568
raramuri,1000,10934,2000,5.467,[7 4 9 ... 7 5 4],[3 1 6 ... 3 5 4],5.7015,4.4675
raramuri,1000,22033,4000,5.50825,[5 7 5 ... 4 6 3],[5 5 5 ... 4 3 4],5.78,4.5085
raramuri,1000,43909,8000,5.488625,[ 6  3  5 ... 11  4  3],[3 4 7 ... 6 2 3],5.79575,4.48875
raramuri,1000,89566,16000,5.597875,[6 5 6 ... 3 5 4],[4 5 3 ... 3 5 4],5.918,4.5979375
raramuri,1000,175106,32000,5.4720625,[3 3 9 ... 3 6 6],[3 3 5 ... 3 5 2],5.8148125,4.47209375
raramuri,1000,349269,64000,5.457328125,[8 9 4 ... 3 3 9],[6 6 4 ... 3 3 6],5.74190625,4.45734375
