language,bpe vocab limit,num tokens,num words,tokens : word
english,500,5006,1000,5.006
english,500,5091,1000,5.091
english,500,4995,1000,4.995
english,500,5186,1000,5.186
english,500,5095,1000,5.095
english,500,5027,1000,5.027
english,500,5149,1000,5.149
english,500,5141,1000,5.141
english,500,5103,1000,5.103
english,500,5180,1000,5.18
english,500,5138,1000,5.138
english,500,5125,1000,5.125
english,500,4982,1000,4.982
english,500,5037,1000,5.037
english,500,4938,1000,4.938
english,500,5015,1000,5.015
english,500,4894,1000,4.894
english,500,4879,1000,4.879
english,500,4868,1000,4.868
english,500,5095,1000,5.095
english,500,5081,1000,5.081
english,500,4992,1000,4.992
english,500,4855,1000,4.855
english,500,4767,1000,4.767
english,500,4723,1000,4.723
english,500,5059,1000,5.059
english,500,5107,1000,5.107
english,500,5180,1000,5.18
english,500,5051,1000,5.051
english,500,5320,1000,5.32
english,500,5113,1000,5.113
english,500,5153,1000,5.153
english,500,5270,1000,5.27
english,500,5428,1000,5.428
english,500,5140,1000,5.14
english,500,5262,1000,5.262
english,500,5148,1000,5.148
english,500,5228,1000,5.228
english,500,5165,1000,5.165
english,500,5314,1000,5.314
english,500,5289,1000,5.289
english,500,5435,1000,5.435
english,500,5444,1000,5.444
english,500,5320,1000,5.32
english,500,5325,1000,5.325
english,500,5370,1000,5.37
english,500,5433,1000,5.433
english,500,5068,1000,5.068
english,500,5248,1000,5.248
english,500,5170,1000,5.17
english,500,5256,1000,5.256
english,500,5311,1000,5.311
english,500,5135,1000,5.135
english,500,5178,1000,5.178
english,500,5243,1000,5.243
english,500,5341,1000,5.341
english,500,5381,1000,5.381
english,500,5278,1000,5.278
english,500,5219,1000,5.219
english,500,4928,1000,4.928
english,500,5126,1000,5.126
english,500,5159,1000,5.159
english,500,5125,1000,5.125
english,500,5378,1000,5.378
english,500,5229,1000,5.229
english,500,5240,1000,5.24
english,500,5207,1000,5.207
english,500,5113,1000,5.113
english,500,5064,1000,5.064
english,500,5090,1000,5.09
english,500,4915,1000,4.915
english,500,4991,1000,4.991
english,500,5018,1000,5.018
english,500,5229,1000,5.229
english,500,5078,1000,5.078
english,500,4987,1000,4.987
english,500,5123,1000,5.123
english,500,4981,1000,4.981
english,500,5084,1000,5.084
english,500,5211,1000,5.211
english,500,5245,1000,5.245
english,500,5191,1000,5.191
english,500,4957,1000,4.957
english,500,4938,1000,4.938
english,500,5150,1000,5.15
english,500,5081,1000,5.081
english,500,5397,1000,5.397
english,500,5212,1000,5.212
english,500,5249,1000,5.249
english,500,5228,1000,5.228
english,500,5192,1000,5.192
english,500,5068,1000,5.068
english,500,5018,1000,5.018
english,500,5205,1000,5.205
english,500,5403,1000,5.403
english,500,5308,1000,5.308
english,500,4976,1000,4.976
english,500,5204,1000,5.204
english,500,5132,1000,5.132
english,500,5383,1000,5.383
english,500,5401,1000,5.401
english,500,5375,1000,5.375
english,500,5302,1000,5.302
english,1000,5010,1000,5.01
english,1000,4836,1000,4.836
english,1000,5233,1000,5.233
english,1000,5125,1000,5.125
english,1000,5055,1000,5.055
english,1000,5451,1000,5.451
english,1000,4968,1000,4.968
english,1000,5079,1000,5.079
english,1000,5227,1000,5.227
english,1000,5032,1000,5.032
english,1000,4878,1000,4.878
english,1000,5012,1000,5.012
english,1000,5086,1000,5.086
english,1000,4956,1000,4.956
english,1000,4947,1000,4.947
english,1000,5244,1000,5.244
english,1000,4889,1000,4.889
english,1000,4995,1000,4.995
english,1000,4864,1000,4.864
english,1000,5073,1000,5.073
english,1000,5130,1000,5.13
english,1000,5069,1000,5.069
english,1000,4998,1000,4.998
english,1000,5074,1000,5.074
english,1000,5352,1000,5.352
english,1000,5053,1000,5.053
english,1000,5013,1000,5.013
english,1000,5133,1000,5.133
english,1000,5035,1000,5.035
english,1000,5015,1000,5.015
english,1000,5033,1000,5.033
english,1000,4865,1000,4.865
english,1000,5177,1000,5.177
english,1000,5123,1000,5.123
english,1000,5091,1000,5.091
english,1000,5242,1000,5.242
english,1000,5145,1000,5.145
english,1000,5002,1000,5.002
english,1000,5193,1000,5.193
english,1000,4972,1000,4.972
english,1000,4977,1000,4.977
english,1000,5124,1000,5.124
english,1000,5116,1000,5.116
english,1000,5329,1000,5.329
english,1000,5261,1000,5.261
english,1000,5215,1000,5.215
english,1000,5561,1000,5.561
english,1000,5383,1000,5.383
english,1000,5719,1000,5.719
english,1000,5535,1000,5.535
english,1000,5268,1000,5.268
english,1000,5121,1000,5.121
english,1000,5026,1000,5.026
english,1000,4939,1000,4.939
english,1000,4868,1000,4.868
english,1000,5435,1000,5.435
english,1000,5379,1000,5.379
english,1000,5251,1000,5.251
english,1000,5200,1000,5.2
english,1000,5268,1000,5.268
english,1000,5098,1000,5.098
english,1000,5065,1000,5.065
english,1000,5099,1000,5.099
english,1000,4972,1000,4.972
english,1000,4996,1000,4.996
english,1000,4821,1000,4.821
english,1000,4939,1000,4.939
english,1000,4938,1000,4.938
english,1000,5045,1000,5.045
english,1000,5144,1000,5.144
english,1000,4789,1000,4.789
english,1000,4831,1000,4.831
english,1000,5105,1000,5.105
english,1000,5084,1000,5.084
english,1000,5026,1000,5.026
english,1000,4964,1000,4.964
english,1000,4937,1000,4.937
english,1000,5178,1000,5.178
english,1000,4947,1000,4.947
english,1000,4986,1000,4.986
english,1000,5001,1000,5.001
english,1000,5174,1000,5.174
english,1000,5104,1000,5.104
english,1000,5160,1000,5.16
english,1000,4916,1000,4.916
english,1000,4955,1000,4.955
english,1000,5058,1000,5.058
english,1000,4972,1000,4.972
english,1000,5058,1000,5.058
english,1000,5139,1000,5.139
english,1000,5354,1000,5.354
english,1000,5123,1000,5.123
english,1000,5070,1000,5.07
english,1000,4967,1000,4.967
english,1000,5012,1000,5.012
english,1000,5038,1000,5.038
english,1000,4976,1000,4.976
english,1000,5278,1000,5.278
english,1000,4895,1000,4.895
english,1000,4909,1000,4.909
english,1000,5161,1000,5.161
english,1000,4984,1000,4.984
english,1000,5336,1000,5.336
english,1000,5307,1000,5.307
english,1000,5203,1000,5.203
english,1000,5152,1000,5.152
english,1000,5248,1000,5.248
english,1000,5138,1000,5.138
english,1000,5118,1000,5.118
english,1000,5075,1000,5.075
english,1000,5151,1000,5.151
english,1000,4889,1000,4.889
english,1000,5016,1000,5.016
english,1000,5007,1000,5.007
english,1000,5293,1000,5.293
english,1000,5156,1000,5.156
english,1000,5216,1000,5.216
english,1000,5356,1000,5.356
english,1000,5182,1000,5.182
english,1000,5218,1000,5.218
english,1000,5019,1000,5.019
english,1000,5096,1000,5.096
english,1000,5056,1000,5.056
english,1000,5097,1000,5.097
english,1000,5038,1000,5.038
english,1000,5083,1000,5.083
english,1000,5009,1000,5.009
english,1000,5070,1000,5.07
english,1000,5137,1000,5.137
english,1000,5168,1000,5.168
english,1000,5104,1000,5.104
english,1000,5149,1000,5.149
english,1000,5020,1000,5.02
english,1000,4963,1000,4.963
english,1000,5057,1000,5.057
english,1000,5112,1000,5.112
english,1000,5013,1000,5.013
english,1000,5104,1000,5.104
english,1000,5165,1000,5.165
english,1000,5067,1000,5.067
english,1000,5246,1000,5.246
english,1000,5112,1000,5.112
english,1000,5015,1000,5.015
english,1000,5192,1000,5.192
english,1000,5018,1000,5.018
english,1000,5073,1000,5.073
english,1000,5237,1000,5.237
english,1000,5216,1000,5.216
english,1000,4978,1000,4.978
english,1000,4901,1000,4.901
english,1000,4932,1000,4.932
english,1000,5222,1000,5.222
english,1000,5176,1000,5.176
english,1000,5168,1000,5.168
english,1000,5099,1000,5.099
english,1000,5047,1000,5.047
english,1000,5035,1000,5.035
english,1000,5175,1000,5.175
english,1000,5030,1000,5.03
english,1000,5337,1000,5.337
english,1000,5212,1000,5.212
english,1000,5034,1000,5.034
english,1000,5091,1000,5.091
english,1000,5074,1000,5.074
english,1000,5114,1000,5.114
english,1000,5061,1000,5.061
english,1000,4955,1000,4.955
english,1000,5214,1000,5.214
english,1000,5064,1000,5.064
english,1000,5259,1000,5.259
english,1000,5191,1000,5.191
english,1000,5323,1000,5.323
english,1000,5279,1000,5.279
english,1000,5090,1000,5.09
english,1000,5088,1000,5.088
english,1000,4954,1000,4.954
english,1000,5061,1000,5.061
english,1000,5066,1000,5.066
english,1000,5196,1000,5.196
english,1000,5120,1000,5.12
english,1000,5039,1000,5.039
english,1000,5055,1000,5.055
english,1000,5078,1000,5.078
english,1000,5027,1000,5.027
english,1000,5051,1000,5.051
english,1000,4948,1000,4.948
english,1000,5065,1000,5.065
english,1000,5006,1000,5.006
english,1000,5091,1000,5.091
english,1000,4995,1000,4.995
english,1000,5186,1000,5.186
english,1000,5095,1000,5.095
english,1000,5027,1000,5.027
english,1000,5149,1000,5.149
english,1000,5141,1000,5.141
english,1000,5103,1000,5.103
english,1000,5180,1000,5.18
english,1000,5138,1000,5.138
english,1000,5125,1000,5.125
english,1000,4982,1000,4.982
english,1000,5037,1000,5.037
english,1000,4938,1000,4.938
english,1000,5015,1000,5.015
english,1000,4894,1000,4.894
english,1000,4879,1000,4.879
english,1000,4868,1000,4.868
english,1000,5095,1000,5.095
english,1000,5081,1000,5.081
english,1000,4992,1000,4.992
english,1000,4855,1000,4.855
english,1000,4767,1000,4.767
english,1000,4723,1000,4.723
english,1000,5059,1000,5.059
english,1000,5107,1000,5.107
english,1000,5180,1000,5.18
english,1000,5051,1000,5.051
english,1000,5320,1000,5.32
english,1000,5113,1000,5.113
english,1000,5153,1000,5.153
english,1000,5270,1000,5.27
english,1000,5428,1000,5.428
english,1000,5140,1000,5.14
english,1000,5262,1000,5.262
english,1000,5148,1000,5.148
english,1000,5228,1000,5.228
english,1000,5165,1000,5.165
english,1000,5314,1000,5.314
english,1000,5289,1000,5.289
english,1000,5435,1000,5.435
english,1000,5444,1000,5.444
english,1000,5320,1000,5.32
english,1000,5325,1000,5.325
english,1000,5370,1000,5.37
english,1000,5433,1000,5.433
english,1000,5068,1000,5.068
english,1000,5248,1000,5.248
english,1000,5170,1000,5.17
english,1000,5256,1000,5.256
english,1000,5311,1000,5.311
english,1000,5135,1000,5.135
english,1000,5178,1000,5.178
english,1000,5243,1000,5.243
english,1000,5341,1000,5.341
english,1000,5381,1000,5.381
english,1000,5278,1000,5.278
english,1000,5219,1000,5.219
english,1000,4928,1000,4.928
english,1000,5126,1000,5.126
english,1000,5159,1000,5.159
english,1000,5125,1000,5.125
english,1000,5378,1000,5.378
english,1000,5229,1000,5.229
english,1000,5240,1000,5.24
english,1000,5207,1000,5.207
english,1000,5113,1000,5.113
english,1000,5064,1000,5.064
english,1000,5090,1000,5.09
english,1000,4915,1000,4.915
english,1000,4991,1000,4.991
english,1000,5018,1000,5.018
english,1000,5229,1000,5.229
english,1000,5078,1000,5.078
english,1000,4987,1000,4.987
english,1000,5123,1000,5.123
english,1000,4981,1000,4.981
english,1000,5084,1000,5.084
english,1000,5211,1000,5.211
english,1000,5245,1000,5.245
english,1000,5191,1000,5.191
english,1000,4957,1000,4.957
english,1000,4938,1000,4.938
english,1000,5150,1000,5.15
english,1000,5081,1000,5.081
english,1000,5397,1000,5.397
english,1000,5212,1000,5.212
english,1000,5249,1000,5.249
english,1000,5228,1000,5.228
english,1000,5192,1000,5.192
english,1000,5068,1000,5.068
english,1000,5018,1000,5.018
english,1000,5205,1000,5.205
english,1000,5403,1000,5.403
english,1000,5308,1000,5.308
english,1000,4976,1000,4.976
english,1000,5204,1000,5.204
english,1000,5132,1000,5.132
english,1000,5383,1000,5.383
english,1000,5401,1000,5.401
english,1000,5375,1000,5.375
english,1000,5302,1000,5.302
english,5000,5010,1000,5.01
english,5000,4836,1000,4.836
english,5000,5233,1000,5.233
english,5000,5125,1000,5.125
english,5000,5055,1000,5.055
english,5000,5451,1000,5.451
english,5000,4968,1000,4.968
english,5000,5079,1000,5.079
english,5000,5227,1000,5.227
english,5000,5032,1000,5.032
english,5000,4878,1000,4.878
english,5000,5012,1000,5.012
english,5000,5086,1000,5.086
english,5000,4956,1000,4.956
english,5000,4947,1000,4.947
english,5000,5244,1000,5.244
english,5000,4889,1000,4.889
english,5000,4995,1000,4.995
english,5000,4864,1000,4.864
english,5000,5073,1000,5.073
english,5000,5130,1000,5.13
english,5000,5069,1000,5.069
english,5000,4998,1000,4.998
english,5000,5074,1000,5.074
english,5000,5352,1000,5.352
english,5000,5053,1000,5.053
english,5000,5013,1000,5.013
english,5000,5133,1000,5.133
english,5000,5035,1000,5.035
english,5000,5015,1000,5.015
english,5000,5033,1000,5.033
english,5000,4865,1000,4.865
english,5000,5177,1000,5.177
english,5000,5123,1000,5.123
english,5000,5091,1000,5.091
english,5000,5242,1000,5.242
english,5000,5145,1000,5.145
english,5000,5002,1000,5.002
english,5000,5193,1000,5.193
english,5000,4972,1000,4.972
english,5000,4977,1000,4.977
english,5000,5124,1000,5.124
english,5000,5116,1000,5.116
english,5000,5329,1000,5.329
english,5000,5261,1000,5.261
english,5000,5215,1000,5.215
english,5000,5561,1000,5.561
english,5000,5383,1000,5.383
english,5000,5719,1000,5.719
english,5000,5535,1000,5.535
english,5000,5268,1000,5.268
english,5000,5121,1000,5.121
english,5000,5026,1000,5.026
english,5000,4939,1000,4.939
english,5000,4868,1000,4.868
english,5000,5435,1000,5.435
english,5000,5379,1000,5.379
english,5000,5251,1000,5.251
english,5000,5200,1000,5.2
english,5000,5268,1000,5.268
english,5000,5098,1000,5.098
english,5000,5065,1000,5.065
english,5000,5099,1000,5.099
english,5000,4972,1000,4.972
english,5000,4996,1000,4.996
english,5000,4821,1000,4.821
english,5000,4939,1000,4.939
english,5000,4938,1000,4.938
english,5000,5045,1000,5.045
english,5000,5144,1000,5.144
english,5000,4789,1000,4.789
english,5000,4831,1000,4.831
english,5000,5105,1000,5.105
english,5000,5084,1000,5.084
english,5000,5026,1000,5.026
english,5000,4964,1000,4.964
english,5000,4937,1000,4.937
english,5000,5178,1000,5.178
english,5000,4947,1000,4.947
english,5000,4986,1000,4.986
english,5000,5001,1000,5.001
english,5000,5174,1000,5.174
english,5000,5104,1000,5.104
english,5000,5160,1000,5.16
english,5000,4916,1000,4.916
english,5000,4955,1000,4.955
english,5000,5058,1000,5.058
english,5000,4972,1000,4.972
english,5000,5058,1000,5.058
english,5000,5139,1000,5.139
english,5000,5354,1000,5.354
english,5000,5123,1000,5.123
english,5000,5070,1000,5.07
english,5000,4967,1000,4.967
english,5000,5012,1000,5.012
english,5000,5038,1000,5.038
english,5000,4976,1000,4.976
english,5000,5278,1000,5.278
english,5000,4895,1000,4.895
english,5000,4909,1000,4.909
english,5000,5161,1000,5.161
english,5000,4984,1000,4.984
english,5000,5336,1000,5.336
english,5000,5307,1000,5.307
english,5000,5203,1000,5.203
english,5000,5152,1000,5.152
english,5000,5248,1000,5.248
english,5000,5138,1000,5.138
english,5000,5118,1000,5.118
english,5000,5075,1000,5.075
english,5000,5151,1000,5.151
english,5000,4889,1000,4.889
english,5000,5016,1000,5.016
english,5000,5007,1000,5.007
english,5000,5293,1000,5.293
english,5000,5156,1000,5.156
english,5000,5216,1000,5.216
english,5000,5356,1000,5.356
english,5000,5182,1000,5.182
english,5000,5218,1000,5.218
english,5000,5019,1000,5.019
english,5000,5096,1000,5.096
english,5000,5056,1000,5.056
english,5000,5097,1000,5.097
english,5000,5038,1000,5.038
english,5000,5083,1000,5.083
english,5000,5009,1000,5.009
english,5000,5070,1000,5.07
english,5000,5137,1000,5.137
english,5000,5168,1000,5.168
english,5000,5104,1000,5.104
english,5000,5149,1000,5.149
english,5000,5020,1000,5.02
english,5000,4963,1000,4.963
english,5000,5057,1000,5.057
english,5000,5112,1000,5.112
english,5000,5013,1000,5.013
english,5000,5104,1000,5.104
english,5000,5165,1000,5.165
english,5000,5067,1000,5.067
english,5000,5246,1000,5.246
english,5000,5112,1000,5.112
english,5000,5015,1000,5.015
english,5000,5192,1000,5.192
english,5000,5018,1000,5.018
english,5000,5073,1000,5.073
english,5000,5237,1000,5.237
english,5000,5216,1000,5.216
english,5000,4978,1000,4.978
english,5000,4901,1000,4.901
english,5000,4932,1000,4.932
english,5000,5222,1000,5.222
english,5000,5176,1000,5.176
english,5000,5168,1000,5.168
english,5000,5099,1000,5.099
english,5000,5047,1000,5.047
english,5000,5035,1000,5.035
english,5000,5175,1000,5.175
english,5000,5030,1000,5.03
english,5000,5337,1000,5.337
english,5000,5212,1000,5.212
english,5000,5034,1000,5.034
english,5000,5091,1000,5.091
english,5000,5074,1000,5.074
english,5000,5114,1000,5.114
english,5000,5061,1000,5.061
english,5000,4955,1000,4.955
english,5000,5214,1000,5.214
english,5000,5064,1000,5.064
english,5000,5259,1000,5.259
english,5000,5191,1000,5.191
english,5000,5323,1000,5.323
english,5000,5279,1000,5.279
english,5000,5090,1000,5.09
english,5000,5088,1000,5.088
english,5000,4954,1000,4.954
english,5000,5061,1000,5.061
english,5000,5066,1000,5.066
english,5000,5196,1000,5.196
english,5000,5120,1000,5.12
english,5000,5039,1000,5.039
english,5000,5055,1000,5.055
english,5000,5078,1000,5.078
english,5000,5027,1000,5.027
english,5000,5051,1000,5.051
english,5000,4948,1000,4.948
english,5000,5065,1000,5.065
english,5000,5006,1000,5.006
english,5000,5091,1000,5.091
english,5000,4995,1000,4.995
english,5000,5186,1000,5.186
english,5000,5095,1000,5.095
english,5000,5027,1000,5.027
english,5000,5149,1000,5.149
english,5000,5141,1000,5.141
english,5000,5103,1000,5.103
english,5000,5180,1000,5.18
english,5000,5138,1000,5.138
english,5000,5125,1000,5.125
english,5000,4982,1000,4.982
english,5000,5037,1000,5.037
english,5000,4938,1000,4.938
english,5000,5015,1000,5.015
english,5000,4894,1000,4.894
english,5000,4879,1000,4.879
english,5000,4868,1000,4.868
english,5000,5095,1000,5.095
english,5000,5081,1000,5.081
english,5000,4992,1000,4.992
english,5000,4855,1000,4.855
english,5000,4767,1000,4.767
english,5000,4723,1000,4.723
english,5000,5059,1000,5.059
english,5000,5107,1000,5.107
english,5000,5180,1000,5.18
english,5000,5051,1000,5.051
english,5000,5320,1000,5.32
english,5000,5113,1000,5.113
english,5000,5153,1000,5.153
english,5000,5270,1000,5.27
english,5000,5428,1000,5.428
english,5000,5140,1000,5.14
english,5000,5262,1000,5.262
english,5000,5148,1000,5.148
english,5000,5228,1000,5.228
english,5000,5165,1000,5.165
english,5000,5314,1000,5.314
english,5000,5289,1000,5.289
english,5000,5435,1000,5.435
english,5000,5444,1000,5.444
english,5000,5320,1000,5.32
english,5000,5325,1000,5.325
english,5000,5370,1000,5.37
english,5000,5433,1000,5.433
english,5000,5068,1000,5.068
english,5000,5248,1000,5.248
english,5000,5170,1000,5.17
english,5000,5256,1000,5.256
english,5000,5311,1000,5.311
english,5000,5135,1000,5.135
english,5000,5178,1000,5.178
english,5000,5243,1000,5.243
english,5000,5341,1000,5.341
english,5000,5381,1000,5.381
english,5000,5278,1000,5.278
english,5000,5219,1000,5.219
english,5000,4928,1000,4.928
english,5000,5126,1000,5.126
english,5000,5159,1000,5.159
english,5000,5125,1000,5.125
english,5000,5378,1000,5.378
english,5000,5229,1000,5.229
english,5000,5240,1000,5.24
english,5000,5207,1000,5.207
english,5000,5113,1000,5.113
english,5000,5064,1000,5.064
english,5000,5090,1000,5.09
english,5000,4915,1000,4.915
english,5000,4991,1000,4.991
english,5000,5018,1000,5.018
english,5000,5229,1000,5.229
english,5000,5078,1000,5.078
english,5000,4987,1000,4.987
english,5000,5123,1000,5.123
english,5000,4981,1000,4.981
english,5000,5084,1000,5.084
english,5000,5211,1000,5.211
english,5000,5245,1000,5.245
english,5000,5191,1000,5.191
english,5000,4957,1000,4.957
english,5000,4938,1000,4.938
english,5000,5150,1000,5.15
english,5000,5081,1000,5.081
english,5000,5397,1000,5.397
english,5000,5212,1000,5.212
english,5000,5249,1000,5.249
english,5000,5228,1000,5.228
english,5000,5192,1000,5.192
english,5000,5068,1000,5.068
english,5000,5018,1000,5.018
english,5000,5205,1000,5.205
english,5000,5403,1000,5.403
english,5000,5308,1000,5.308
english,5000,4976,1000,4.976
english,5000,5204,1000,5.204
english,5000,5132,1000,5.132
english,5000,5383,1000,5.383
english,5000,5401,1000,5.401
english,5000,5375,1000,5.375
english,5000,5302,1000,5.302
english,10000,5010,1000,5.01
english,10000,4836,1000,4.836
english,10000,5233,1000,5.233
english,10000,5125,1000,5.125
english,10000,5055,1000,5.055
english,10000,5451,1000,5.451
english,10000,4968,1000,4.968
english,10000,5079,1000,5.079
english,10000,5227,1000,5.227
english,10000,5032,1000,5.032
english,10000,4878,1000,4.878
english,10000,5012,1000,5.012
english,10000,5086,1000,5.086
english,10000,4956,1000,4.956
english,10000,4947,1000,4.947
english,10000,5244,1000,5.244
english,10000,4889,1000,4.889
english,10000,4995,1000,4.995
english,10000,4864,1000,4.864
english,10000,5073,1000,5.073
english,10000,5130,1000,5.13
english,10000,5069,1000,5.069
english,10000,4998,1000,4.998
english,10000,5074,1000,5.074
english,10000,5352,1000,5.352
english,10000,5053,1000,5.053
english,10000,5013,1000,5.013
english,10000,5133,1000,5.133
english,10000,5035,1000,5.035
english,10000,5015,1000,5.015
english,10000,5033,1000,5.033
english,10000,4865,1000,4.865
english,10000,5177,1000,5.177
english,10000,5123,1000,5.123
english,10000,5091,1000,5.091
english,10000,5242,1000,5.242
english,10000,5145,1000,5.145
english,10000,5002,1000,5.002
english,10000,5193,1000,5.193
english,10000,4972,1000,4.972
english,10000,4977,1000,4.977
english,10000,5124,1000,5.124
english,10000,5116,1000,5.116
english,10000,5329,1000,5.329
english,10000,5261,1000,5.261
english,10000,5215,1000,5.215
english,10000,5561,1000,5.561
english,10000,5383,1000,5.383
english,10000,5719,1000,5.719
english,10000,5535,1000,5.535
english,10000,5268,1000,5.268
english,10000,5121,1000,5.121
english,10000,5026,1000,5.026
english,10000,4939,1000,4.939
english,10000,4868,1000,4.868
english,10000,5435,1000,5.435
english,10000,5379,1000,5.379
english,10000,5251,1000,5.251
english,10000,5200,1000,5.2
english,10000,5268,1000,5.268
english,10000,5098,1000,5.098
english,10000,5065,1000,5.065
english,10000,5099,1000,5.099
english,10000,4972,1000,4.972
english,10000,4996,1000,4.996
english,10000,4821,1000,4.821
english,10000,4939,1000,4.939
english,10000,4938,1000,4.938
english,10000,5045,1000,5.045
english,10000,5144,1000,5.144
english,10000,4789,1000,4.789
english,10000,4831,1000,4.831
english,10000,5105,1000,5.105
english,10000,5084,1000,5.084
english,10000,5026,1000,5.026
english,10000,4964,1000,4.964
english,10000,4937,1000,4.937
english,10000,5178,1000,5.178
english,10000,4947,1000,4.947
